ORGANISMO / CONSEJERÍA;CENTRO GESTOR;ID OPTE CENTRO DE GASTO;CENTRO DE GASTO;CÓDIGO INTERNO;ID OPTE CENTRO DE CONSUMO;CENTRO DE CONSUMO;TIPO DE CENTRO DE CONSUMO;C.I.F.;DIRECCIÓN;SUPERFICIE CONSTRUIDA;OCUPACIÓN;CUPs E;CUPs GN;GSL;TIPO DE CENTRO A NIVEL DE ADMINISTRACIÓN AUTONÓMICA;CÓDIGO MUNICIPIO DIRECCIÓN;MUNICIPIO DIRECCIÓN;COORDENADA X LONGITUD;COORDENADA Y LATITUD;REFERENCIA CATASTRAL 1;REFERENCIA CATASTRAL 2;REFERENCIA CATASTRAL 3;REFERENCIA CATASTRAL 4;REFERENCIA CATASTRAL 5;REFERENCIA CATASTRAL 6;REFERENCIA CATASTRAL 7;Posición
05 - SANIDAD;0525 - G.E. SANITARIAS;88;05220002 - G.E. SANITARIAS;;3720;COCHERA EMERGENCIAS SANITARIAS DE PALENCIA. PINTOR OLIVA Nº 5;COCHERA;Q4777005B;CALLE PINTOR OLIVA Nº 5 34400 HERRERA DE PISUERGA (PALENCIA);80;20;1;;;C. ADMINISTRATIVOS;34083;HERRERA DE PISUERGA;-4.329235;42.59568;;;;;;;;42.59568, -4.329235
05 - SANIDAD;0525 - G.E. SANITARIAS;88;05220002 - G.E. SANITARIAS;;7492;VIVIENDA VITIGUDINO;ALMACÉN;Q4777005B;CALLE VEINTE, 11 BAJO 2 37210 SALAMANCA (SALAMANCA);;;1;;;OTROS;37274;SALAMANCA;;;;;;;;;;
07 - EDUCACIÓN;0701 - S. G. EDUCACION;24;07013001 - DP DE EDUCACIÓN LE;24016109;347;ÁREA DE INSPECCIÓN ZONA BIERZO;EDIFICIO ADMINISTRATIVO;S4711001J;AV HUERTAS DEL SACRAMENTO Nº 6 24400 PONFERRADA (LEÓN);650;9;1;;;C. ADMINISTRATIVOS;24115;PONFERRADA;-6.596178;42.547786;7638201PH9173N0001XH;;;;;;;42.547786, -6.596178
07 - EDUCACIÓN;0701 - S. G. EDUCACION;24;07013001 - DP DE EDUCACIÓN LE;24016109;346;ÁREA TÉCNICA DE CONSTRUCCIONES;EDIFICIO ADMINISTRATIVO;S4711001J;CL SANTA CLARA Nº 6 - 1ºC 24002 LEÓN (LEÓN);130;6;1;;;C. ADMINISTRATIVOS;24089;LEÓN;-5.576127;42.600465;8798414TN8189N0027PL;;;;;;;42.600465, -5.576127
07 - EDUCACIÓN;0701 - S. G. EDUCACION;24;07013001 - DP DE EDUCACIÓN LE;24016109;344;DIRECCIÓN PROVINCIAL DE EDUCACIÓN;EDIFICIO ADMINISTRATIVO;S4711001J;CL JESUS RUBIO Nº 4 24004 LEÓN (LEÓN);1950;68;1;;;C. ADMINISTRATIVOS;24089;LEÓN;-5.572434;42.591792;9089707TN8198N0002YP;;;;;;;42.591792, -5.572434
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;1;07021001 - DP DE EDUCACIÓN AV;05000701;25;ALONSO DE MADRIGAL;INSTITUTO DE EDUCACION SECUNDARIA;Q0568126G;CL JUAN GRANDE 1 05003 ÁVILA (ÁVILA);7997;1044;2;;;C. EDUCATIVOS;05019;ÁVILA;-4.690189361;40.64957436;7214003UL5071S0001BH;;;;;;;40.64957436, -4.690189361
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;1;07021001 - DP DE EDUCACIÓN AV;;1013;"E.E.I. ""CAMPO HABANERO""";CENTRO DE EDUACIÓN INFANTIL;S4711001J;BAJADA DEL MADRIGAL, 5 05003 ÁVILA (ÁVILA);1365;;1;1;;C. EDUCACIÓN INFANCIA;05019;ÁVILA;-4.685252;40.65088;7716001UL5071N0001KI;;;;;;;40.65088, -4.685252
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;1;07021001 - DP DE EDUCACIÓN AV;;1014;"E.E.I. ""LA CACHARRA""";CENTRO DE EDUACIÓN INFANTIL;S4711001J;DAVID HERRERO, 26 05005 ÁVILA (ÁVILA);1063;;1;1;;C. EDUCACIÓN INFANCIA;05019;ÁVILA;-4.690411;40.660895;7327007UL5072N0001YW;;;;;;;40.660895, -4.690411
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;1;07021001 - DP DE EDUCACIÓN AV;05005644;36;E.O.I.DE ÁVILA Y CFIE;ESCUELA OFICIAL DE IDIOMAS;Q0568120J;CL SOTERA ALCÁNTARA S/N 05003 ÁVILA (ÁVILA);5567;1200;1;1;;C. EDUCATIVOS;05019;ÁVILA;-4.679939182;40.65108475;8017723UL5071N0001AI;;;;;;;40.65108475, -4.679939182
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;1;07021001 - DP DE EDUCACIÓN AV;05000427;24;EULOGIO FLORENTINO SANZ;INSTITUTO DE EDUCACION SECUNDARIA;Q0568203D;AV DE EMILIO ROMERO 22 05200 AREVALO (ÁVILA);7913;491;1;;1;C. EDUCATIVOS;05016;ARÉVALO;-4.715563;41.05646;5865109UL5456N0001MD;;;;;;;41.05646, -4.715563
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;1;07021001 - DP DE EDUCACIÓN AV;05009698;45;F.P. DE ÁVILA;CIFP;Q0500393D;CL GIACOMO PUCCINI 2 - BAJO 05003 ÁVILA (ÁVILA);3312;381;1;1;;C. EDUCATIVOS;05019;ÁVILA;-4.6841;40.642919;7806903UL5070N0001YF;;;;;;;40.642919, -4.6841
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;1;07021001 - DP DE EDUCACIÓN AV;05001547;28;HERMENEGILDO MARTÍN BORRO;INSTITUTO DE EDUCACION SECUNDARIA;Q0568029C;UR EL MANCHO, CAMINO DEL VIEJO CEMENTERIO 2, BAJO 1 05260 CEBREROS (ÁVILA);3032;240;1;;1;C. EDUCATIVOS;05057;CEBREROS;-4.464067;40.46093;6201017UK7769N0001PM;;;;;;;40.46093, -4.464067
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;1;07021001 - DP DE EDUCACIÓN AV;05006156;37;JORGE SANTAYANA;INSTITUTO DE EDUCACION SECUNDARIA;Q0568238J;CL C/ SANTO TOMAS, 4 - BAJO 4 - BAJO 05003 ÁVILA (ÁVILA);7145;623;1;1;;C. EDUCATIVOS;05019;ÁVILA;-4.69229488;40.6483704;7015005UL5071S0001DH;;;;;;;40.6483704, -4.69229488
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;1;07021001 - DP DE EDUCACIÓN AV;05000737;26;VASCO DE LA ZARZA;INSTITUTO DE EDUCACION SECUNDARIA;Q0568179F;CL VALLADOLID 19 - BAJO 2 05005 ÁVILA (ÁVILA);10322;996;1;1;;C. EDUCATIVOS;05019;ÁVILA;-4.693801189;40.65936528;6926007UL5062N0001OZ;;;;;;;40.65936528, -4.693801189
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;3;07022001 - DP DE EDUCACION BU;09008548;69;ALFOZ DE LARA;INSTITUTO DE EDUCACION SECUNDARIA;S0918357E;AV CASTRILLO S/N 09600 SALAS DE LOS INFANTES (BURGOS);1966;174;1;;1;C. EDUCATIVOS;09330;SALAS DE LOS INFANTES;-3.277772;42.019377;7322403VM7572S0001UK;;;;;;;42.019377, -3.277772
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;3;07022001 - DP DE EDUCACION BU;09001694;51;CAMINO DE SANTIAGO;INSTITUTO DE EDUCACION SECUNDARIA;S0918284A;CL FRANCISCO DE VITORIA S/N 09006 BURGOS (BURGOS);2466;332;2;1;;C. EDUCATIVOS;09059;BURGOS;-3.687936;42.352937;3694003VM4839S0001OI;;;;;;;42.352937, -3.687936
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;3;07022001 - DP DE EDUCACION BU;09000291;48;CARDENAL SANDOVAL Y ROJAS;INSTITUTO DE EDUCACION SECUNDARIA;S0918351H;CL JUAN DE JUNI 2 09400 ARANDA DE DUERO (BURGOS);6374;449;1;1;;C. EDUCATIVOS;09018;ARANDA DE DUERO;-3.674533;41.673038;4138001VM4143N0001GT;;;;;;;41.673038, -3.674533
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;3;07022001 - DP DE EDUCACION BU;09008378;67;DIEGO DE SILOÉ;INSTITUTO DE EDUCACION SECUNDARIA;S0918353D;CL SAN PEDRO Y SAN FELICES 34 09001 BURGOS (BURGOS);5905;522;1;1;;C. EDUCATIVOS;09059;BURGOS;-3.707102;42.332319;1972015VM4817S0001YS;;;;;;;42.332319, -3.707102
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;3;07022001 - DP DE EDUCACION BU;09008937;73;DOCTOR SANCHO DE MATIENZO;INSTITUTO DE EDUCACION SECUNDARIA;S0918290H;CL CADAGUA 13 09580 VILLASANA DE MENA (CAPITAL) (BURGOS);3981;135;1;;1;C. EDUCATIVOS;09410;VALLE DE MENA;-3.276946;43.100217;7622401VN7772S0001AB;;;;;;;43.100217, -3.276946
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;3;07022001 - DP DE EDUCACION BU;09001785;52;ESCUELA DE ARTE DE BURGOS;ESCUELA DE ARTE;S0918366F;CL SAHAGÚN S/N 09001 BURGOS (BURGOS);4148;161;1;1;;C. EDUCATIVOS;09059;BURGOS;-3.73307820228818;42.3413665983624;9781101VM3898S0001GE;;;;;;;42.3413665983624, -3.73307820228818
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;3;07022001 - DP DE EDUCACION BU;09012096;76;JUAN DE COLONIA;CIFP;S0900007F;CL FRANCISCO DE VITORIA S/N 09006 BURGOS (BURGOS);5013;542;2;2;;C. EDUCATIVOS;09059;BURGOS;-3.687936;42.352937;3694003VM4839S0001OI;;;;;;;42.352937, -3.687936
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;3;07022001 - DP DE EDUCACION BU;09007684;58;JUAN MARTÍN EL EMPECINADO;INSTITUTO DE EDUCACION SECUNDARIA;S0918268D;AV LUIS MATEOS S/N 09400 ARANDA DE DUERO (BURGOS);6451;722;1;;1;C. EDUCATIVOS;09018;ARANDA DE DUERO;-3.701631721;41.66300309;1626001VM4112N0001YX;;;;;;;41.66300309, -3.701631721
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;3;07022001 - DP DE EDUCACION BU;09007933;63;LA BUREBA;INSTITUTO DE EDUCACION SECUNDARIA;S0918256I;AV MENCÍA DE VELASCO 25 09240 BRIVIESCA (BURGOS);6651;469;2;2;;C. EDUCATIVOS;09056;BRIVIESCA;-3.320939;42.546003;3905016VN7130N0001KQ;;;;;;;42.546003, -3.320939
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;3;07022001 - DP DE EDUCACION BU;09008536;68;PINTOR LUIS SAEZ;INSTITUTO DE EDUCACION SECUNDARIA;S0918287D;CL ALFONSO XI S/N 09007 BURGOS (BURGOS);7822;929;1;1;;C. EDUCATIVOS;09059;BURGOS;-3.674592;42.353768;4696001VM4849N0001FR;;;;;;;42.353768, -3.674592
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;3;07022001 - DP DE EDUCACION BU;09012229;81;RÍO EBRO;CIFP;S0900014B;CR ORÓN 78 09200 MIRANDA DE EBRO (BURGOS);5564;283;1;1;;C. EDUCATIVOS;09219;MIRANDA DE EBRO;-2.967632;42.679163;;;;;;;;42.679163, -2.967632
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;3;07022001 - DP DE EDUCACION BU;09007696;59;VALLE DEL ARLANZA;INSTITUTO DE EDUCACION SECUNDARIA;S0918354B;CL PARQUE 4 09340 LERMA (BURGOS);4668;326;1;1;;C. EDUCATIVOS;09194;LERMA;-3.759023;42.027818;09197A554154300001UM;;;;;;;42.027818, -3.759023
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;3;07022001 - DP DE EDUCACION BU;09008366;66;VELA ZANETTI;INSTITUTO DE EDUCACION SECUNDARIA;S0918270J;CR SORIA S/N 09400 ARANDA DE DUERO (BURGOS);6908;569;1;1;;C. EDUCATIVOS;09018;ARANDA DE DUERO;-3.675404;41.651943;3224101VM4132S0001SG;;;;;;;41.651943, -3.675404
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;4;07023001 - DP DE EDUCACION LE;24002160;85;BERGIDUM FLAVIUM;INSTITUTO DE EDUCACION SECUNDARIA;Q2468083G;CALLE ELÍAS IGLESIAS, 18 24540 CACABELOS (LEÓN);4794;342;1;;1;C. EDUCATIVOS;24030;CACABELOS;-6.72647;42.596924;6688301PH8168N0001RH;;;;;;;42.596924, -6.72647
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;4;07023001 - DP DE EDUCACION LE;24022432;1185;CENTRO INTEGRADO DE F.P. DE PONFERRADA;CIFP;Q2400604A;CL LA CHOPERA, S/N 24404 PONFERRADA (LEÓN);3608;;1;1;;C. EDUCATIVOS;24115;PONFERRADA;-6.610174;42.559383;;;;;;;;42.559383, -6.610174
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;4;07023001 - DP DE EDUCACION LE;24022250;128;CIUDAD DE LEÓN;CIFP;Q2400582I;C/ LA TORRE Nº7 24002 LEÓN (LEÓN);5383;852;2;1;1;C. EDUCATIVOS;24089;LEÓN;-5.572428;42.600487;9099027TN8199N0001ME;;;;;;;42.600487, -5.572428
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;4;07023001 - DP DE EDUCACION LE;24017734;114;CLAUDIO SÁNCHEZ ALBORNOZ LEON;INSTITUTO DE EDUCACION SECUNDARIA;Q2468139G;AVENIDA MARIANO ANDRÉS, 1 24008 LEÓN (LEÓN);5432;318;1;;1;C. EDUCATIVOS;24089;LEÓN;-5.574247;42.604231;8903910TN8280S0001OB;;;;;;;42.604231, -5.574247
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;4;07023001 - DP DE EDUCACION LE;;7703;DELEGACION TERRITORIAL JUNTA CASTILLA Y LEÓN;;S7400006H;PSEO PARQUE S/N (COLEGIO), BAJO-3 24005 LEÓN (LEÓN);;;;;;C. ADMINISTRATIVOS;24089;LEÓN;;;;;;;;;;
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;4;07023001 - DP DE EDUCACION LE;;1023;"E.E.I. ""LA GUIANA""";CENTRO DE EDUACIÓN INFANTIL;S4711001J;AVDA. DE LA LIBERTAD, 38 24400 PONFERRADA (LEÓN);672;;1;;1;C. EDUCACIÓN INFANCIA;24115;PONFERRADA;-6.596775;42.554062;7342502PH9174S0001EK;;;;;;;42.554062, -6.596775
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;4;07023001 - DP DE EDUCACION LE;;1021;"E.E.I. ""SAN PEDRO""";CENTRO DE EDUACIÓN INFANTIL;S4711001J;AVDA. SAN FROILÁN, 4 24005 LEÓN (LEÓN);554;;1;;1;C. EDUCACIÓN INFANCIA;24089;LEÓN;-5.556459;42.58018;0376301TN9107N0001BF;;;;;;;42.58018, -5.556459
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;4;07023001 - DP DE EDUCACION LE;24016791;106;ESCUELA DE ARTE DE LEÓN;ESCUELA DE ARTE;Q2468398I;CALLE PABLO FLOREZ,4 BAJO 1 24003 LEÓN (LEÓN);5720;340;2;;1;C. EDUCATIVOS;24089;LEÓN;-5.567831;42.600244;9499615TN8199N0001EE;;;;;;;42.600244, -5.567831
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;4;07023001 - DP DE EDUCACION LE;24017370;109;ESCUELA OFICIAL DE IDIOMAS DE LEÓN;ESCUELA OFICIAL DE IDIOMAS;Q2468416I;CL SANTOS OLIVERA 17 24005 LEÓN (LEÓN);4543;3485;1;1;;C. EDUCATIVOS;24089;LEÓN;-5.569891;42.588253;9285003TN8198S0001BJ;;;;;;;42.588253, -5.569891
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;4;07023001 - DP DE EDUCACION LE;24008381;93;GIL Y CARRASCO;INSTITUTO DE EDUCACION SECUNDARIA;Q2468571A;PZ AYUNTAMIENTO 12 24401 PONFERRADA (LEÓN);10541;1111;2;1;;C. EDUCATIVOS;24115;PONFERRADA;-6.589958289;42.54575194;8033701PH9183S0001OT;;;;;;;42.54575194, -6.589958289
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;4;07023001 - DP DE EDUCACION LE;24016481;103;IES SAN ANDRÉS;INSTITUTO DE EDUCACION SECUNDARIA;Q2468131D;AVENIDA DEL ROMERAL, 125 24191 VILLABALTER (LEÓN);6811;708;1;;1;C. EDUCATIVOS;24142;SAN ANDRÉS DEL RABANEDO;-5.620324588;42.61774943;5221029TN8252S0001PL;;;;;;;42.61774943, -5.620324588
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;4;07023001 - DP DE EDUCACION LE;24018741;122;INSTITUTO DE EDUCACIÓN OBLIGATORIA DE LA POLA DE GORDÓN;INSTITUTO DE EDUCACION SECUNDARIA OBLIGATORIA;Q2400541E;CALLE CONSTITUCIÓN, 150 24600 POLA DE GORDON (LA) (LEÓN);1391;75;1;;1;C. EDUCATIVOS;24114;POLA DE GORDÓN (LA);-5.675004;42.856844;1586806TN8418N0001WG;;;;;;;42.856844, -5.675004
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;4;07023001 - DP DE EDUCACION LE;24018751;123;INSTITUTO DE EDUCACIÓN OBLIGATORIA DE PUENTE DE DOMINGO FLÓREZ;INSTITUTO DE EDUCACION SECUNDARIA OBLIGATORIA;Q2400542C;PZ VIRGEN DE LA LUZ S/N 24380 PUENTE DE DOMINGO FLOREZ (LEÓN);1175;62;1;;1;C. EDUCATIVOS;24122;PUENTE DE DOMINGO FLÓREZ;-6.82621;42.414127;8884535PG7988S0001BX;;;;;;;42.414127, -6.82621
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;4;07023001 - DP DE EDUCACION LE;24018234;119;INSTITUTO DE SECUNDARIA DE SAHAGÚN;INSTITUTO DE EDUCACION SECUNDARIA;Q2468578F;C/ DOCTORES BERMEJO Y CALDERÓN, 15 24320 SAHAGUN (LEÓN);3580;267;2;;1;C. EDUCATIVOS;24139;SAHAGÚN;-5.032947;42.372519;2631318UM3923S0001YB;2735702UM3923N0001OS;;;;;;42.372519, -5.032947
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;4;07023001 - DP DE EDUCACION LE;24016912;107;LA GÁNDARA;INSTITUTO DE EDUCACION SECUNDARIA;Q2468295G;CL CALLE NUEVA, S/N. 24450 TORENO (LEÓN);5817;176;1;;1;C. EDUCATIVOS;24169;TORENO;-6.513376;42.695581;3803081QH0330N0001ZW;;;;;;;42.695581, -6.513376
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;4;07023001 - DP DE EDUCACION LE;24005987;88;LEGIO VII;INSTITUTO DE EDUCACION SECUNDARIA;Q2468025H;PLAZA SANT0 MARTINO, 6 24003 LEÓN (LEÓN);3685;568;1;;1;C. EDUCATIVOS;24089;LEÓN;-5.570884;42.60182;9100408TN8290S0001FQ;;;;;;;42.60182, -5.570884
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;4;07023001 - DP DE EDUCACION LE;24006050;91;PADRE ISLA;INSTITUTO DE EDUCACION SECUNDARIA;Q2468133J;PASEO FACULTAD DE VETERINARIA, 45 24004 LEÓN (LEÓN);10351;971;1;2;;C. EDUCATIVOS;24089;LEÓN;-5.573343589;42.58990425;8986901TN8188N0001BT;;;;;;;42.58990425, -5.573343589
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;4;07023001 - DP DE EDUCACION LE;24015403;101;RÍO ÓRBIGO;INSTITUTO DE EDUCACION SECUNDARIA;Q2468076A;CALLE DOCTOR GONZÁLEZ ÁLVAREZ, 11 24350 VEGUELLINA DE ORBIGO (LEÓN);4639;286;1;;1;C. EDUCATIVOS;24223;VILLAREJO DE ÓRBIGO;-5.886988;42.435024;2523917TN6022S0001RL;;;;;;;42.435024, -5.886988
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;4;07023001 - DP DE EDUCACION LE;24018210;117;VADINIA;INSTITUTO DE EDUCACION SECUNDARIA;Q2468576J;AVENIDA THIVIERS, S/N 24800 CISTIERNA (LEÓN);6910;262;1;;1;C. EDUCATIVOS;24056;CISTIERNA;-5.127908;42.798156;6107923UN2460N0001LQ;6107901UN2460N0001DQ;;;;;;42.798156, -5.127908
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;4;07023001 - DP DE EDUCACION LE;24016602;105;VALLE DE LACIANA;INSTITUTO DE EDUCACION SECUNDARIA;Q2468615F;AVENIDA DE LA CONSTITUCION, 25 24100 VILLABLINO (LEÓN);6824;362;1;;1;C. EDUCATIVOS;24202;VILLABLINO;-6.323064;42.940238;8978602QH1587N0001GW;;;;;;;42.940238, -6.323064
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;5;07024001 - DP DE EDUCACION PA;34001881;271;C.E.E. CARRECHIQUILLA;COLEGIO DE EDUCACIÓN ESPECIAL;Q3468013B;CL TELLO TELLEZ DE MENESES S/N 34004 PALENCIA (PALENCIA);4779;74;1;1;;C. EDUCATIVOS;34120;PALENCIA;-4.51913;41.998801;4308509UM7540N0001OB;;;;;;;41.998801, -4.51913
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;5;07024001 - DP DE EDUCACION PA;34700035;3158;C.F.I.E. PALENCIA;CENTRO DE FORMACIÓN DEL PROFESORADO E INNOVACIÓN EDUCATIVA;Q3468016E;CL CASAS DEL HOGAR 25 BAJO 1 34004 PALENCIA (PALENCIA);;17;1;1;;C. EDUCATIVOS;34120;PALENCIA;-4.528409;42.000774;3511313UM7531S0001RK;;;;;;;42.000774, -4.528409
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;5;07024001 - DP DE EDUCACION PA;34003324;270;CONSERVATORIO PROFESIONAL DE MUSICA PALENCIA;CONSERVATORIO DE MÚSICA;Q3468130D;PZ SAN PABLO 8, BAJO 34003 PALENCIA (PALENCIA);3122;447;2;;1;C. EDUCATIVOS;34120;PALENCIA;-4.5367;42.014539;2827602UM7522N0001KM;;;;;;;42.014539, -4.5367
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;5;07024001 - DP DE EDUCACION PA;;1026;"E.E.I. ""MIGUEL DE UNAMUNO""";CENTRO DE EDUACIÓN INFANTIL;S4711001J;MIGUEL DE UNAMUNO, 13 34004 PALENCIA (PALENCIA);1058;;1;1;;C. EDUCACIÓN INFANCIA;34120;PALENCIA;-4.520831;42.003873;4115803UM7541N0001EF;;;;;;;42.003873, -4.520831
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;5;07024001 - DP DE EDUCACION PA;34003750;140;I.E.S .CONDES DE SALDAÑA;INSTITUTO DE EDUCACION SECUNDARIA;Q3468156I;AVENIDA FRANCISCO GÓMEZ, 4 34100 SALDAÑA (PALENCIA);4692;313;3;;1;C. EDUCATIVOS;34157;SALDAÑA;-4.743968;42.517268;6889202UN5068N0001ZG;7087401UN5078N0001KL;;;;;;42.517268, -4.743968
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;5;07024001 - DP DE EDUCACION PA;34001947;135;I.E.S. JORGE MANRIQUE;INSTITUTO DE EDUCACION SECUNDARIA;Q3468012D;AVENIDA REPUBLICA ARGENTINA 1 34002 PALENCIA (PALENCIA);8929;1600;1;1;;C. EDUCATIVOS;34120;PALENCIA;-4.528428225;42.00507912;3518807UM7531N0001OP;;;;;;;42.00507912, -4.528428225
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;5;07024001 - DP DE EDUCACION PA;34003749;139;I.E.S. RECESVINTO;INSTITUTO DE EDUCACION SECUNDARIA;Q3468148F;CARRETERA DE TARIEGO, S/N 34200 VENTA DE BAÑOS (PALENCIA);6901;320;2;;1;C. EDUCATIVOS;34023;VENTA DE BAÑOS;-4.485706;41.91834;2282706UM7328S0001GI;6817207UM7461N0001KJ;;;;;;41.91834, -4.485706
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;6;07025001 - DP DE EDUCACION SA;37700034;274;CENTRO DE FORMACION DE PROFESORADO E INNOVACIÓN EDUCATIVA;CENTRO DE FORMACIÓN DEL PROFESORADO E INNOVACIÓN EDUCATIVA;Q3768005E;CL PIO BAROJA  Nº1 37007 SALAMANCA (SALAMANCA);1183;5213;1;1;;C. EDUCATIVOS;37274;SALAMANCA;-5.648406;40.975079;7295601TL7379E0001SB;;;;;;;40.975079, -5.648406
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;6;07025001 - DP DE EDUCACION SA;;2580;COLEGIO ESPECIAL REINA SOFIA;COLEGIO DE EDUCACIÓN ESPECIAL;Q3768245G;AV CAROS I, 64 37008 SALAMANCA (SALAMANCA);;;;1;;C. EDUCATIVOS;37274;SALAMANCA;-5.665364;40.949501;;;;;;;;40.949501, -5.665364
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;6;07025001 - DP DE EDUCACION SA;37008229;161;CONSERVATORIO SUPERIOR DE CASTILLA Y LEÓN;CONSERVATORIO DE MÚSICA;Q3768008I;CL LAZARILLO DE TORMES Nº 100 BAJO 1 37005 SALAMANCA (SALAMANCA);7182;284;1;1;;C. EDUCATIVOS;37274;SALAMANCA;-5.658564904;40.97802549;6599802TL7369H0001SB;;;;;;;40.97802549, -5.658564904
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;6;07025001 - DP DE EDUCACION SA;;1028;"E.E.I. ""S. FRANCISCO DE ASÍS""";CENTRO DE EDUACIÓN INFANTIL;S4711001J;MONTE MARIO, S/N 37700 BEJAR (SALAMANCA);841;;1;;;C. EDUCACIÓN INFANCIA;37046;BÉJAR;-5.754529;40.38398;000700600TK67D0001ZR;;;;;;;40.38398, -5.754529
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;6;07025001 - DP DE EDUCACION SA;37006002;154;ESCUELA DE ARTE  Y SUP. DE CONS. Y REST. B. C. DE SALAMANCA;ESCUELA DE ARTE;Q3768006C;AV FILIBERTO VILLALOBOS Nº 7 BAJO 3 37007 SALAMANCA (SALAMANCA);4967;405;2;;1;C. EDUCATIVOS;37274;SALAMANCA;-5.671022;40.966866;5387802TL7358E0001HK;;;;;;;40.966866, -5.671022
