ORGANISMO / CONSEJERÍA;CENTRO GESTOR;ID OPTE CENTRO DE GASTO;CENTRO DE GASTO;CÓDIGO INTERNO;ID OPTE CENTRO DE CONSUMO;CENTRO DE CONSUMO;TIPO DE CENTRO DE CONSUMO;C.I.F.;DIRECCIÓN;SUPERFICIE CONSTRUIDA;OCUPACIÓN;CUPs E;CUPs GN;GSL;TIPO DE CENTRO A NIVEL DE ADMINISTRACIÓN AUTONÓMICA;CÓDIGO MUNICIPIO DIRECCIÓN;MUNICIPIO DIRECCIÓN;COORDENADA X LONGITUD;COORDENADA Y LATITUD;REFERENCIA CATASTRAL 1;REFERENCIA CATASTRAL 2;REFERENCIA CATASTRAL 3;REFERENCIA CATASTRAL 4;REFERENCIA CATASTRAL 5;REFERENCIA CATASTRAL 6;REFERENCIA CATASTRAL 7;Posición
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;5;07024001 - DP DE EDUCACION PA;34003038;137;I.E.S. VICTORIO MACHO;INSTITUTO DE EDUCACION SECUNDARIA;Q3468062I;CALLE LOS TRIGALES, S/N 34003 PALENCIA (PALENCIA);5480;522;1;1;1;C. EDUCATIVOS;34120;PALENCIA;-4.526369387;42.01234691;3724303UM7532N0001ZR;;;;;;;42.01234691, -4.526369387
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;6;07025001 - DP DE EDUCACION SA;37008217;160;CENTRO INTEGRADO F.P. RODRÍGUEZ FABRÉS;CIFP;Q3768088A;PS DEL TORMES Nº31-77 37008 SALAMANCA (SALAMANCA);11805;624;1;4;;C. EDUCATIVOS;37274;SALAMANCA;-5.660058747;40.95522437;6274201TL7367C0001MP;;;;;;;40.95522437, -5.660058747
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;6;07025001 - DP DE EDUCACION SA;37009751;166;CONSERVATORIO PROFESIONAL DE MUSICA SALAMANCA;CONSERVATORIO DE MÚSICA;Q3768390A;CL TAHONAS VIEJAS Nº 5 BAJO 1 37002 SALAMANCA (SALAMANCA);4368;723;1;;1;C. EDUCATIVOS;37274;SALAMANCA;-5.66791;40.964337;5684205TL7358D0001EO;;;;;;;40.964337, -5.66791
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;6;07025001 - DP DE EDUCACION SA;;1030;"E.E.I. ""SAN BERNARDO""";CENTRO DE EDUACIÓN INFANTIL;S4711001J;ARAPILES, 14-16 37007 SALAMANCA (SALAMANCA);537;;1;1;;C. EDUCACIÓN INFANCIA;37274;SALAMANCA;-5.671912;40.970661;5291201TL7359A0001LX;;;;;;;40.970661, -5.671912
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;6;07025001 - DP DE EDUCACION SA;37008278;275;ESCUELA HOGAR LOS SITIOS;ESCUELA HOGAR;Q3768009G;CL JUAN ARIAS Nº 3 BAJO 37500 CIUDAD-RODRIGO (SALAMANCA);3268;214;1;1;;C. EDUCATIVOS;37107;CIUDAD RODRIGO;-6.534789;40.596926;8772202QE0987S0001IL;;;;;;;40.596926, -6.534789
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;6;07025001 - DP DE EDUCACION SA;37008217;6251;ESCUELA HOSTELERÍA LA GRANJA;CIFP;Q3768088A;PS DEL TORMES Nº31-77 37008 SALAMANCA (SALAMANCA);;;1;;;C. EDUCATIVOS;37274;SALAMANCA;-5.660058747;40.95522437;;;;;;;;40.95522437, -5.660058747
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;6;07025001 - DP DE EDUCACION SA;37009921;168;IES GONZALO TORRENTE BALLESTER;INSTITUTO DE EDUCACION SECUNDARIA;Q3768437J;CL GENERAL GUTIERREZ MELLADO Nº1 - 5 BAJO  37900 SANTA MARTA DE TORMES (SALAMANCA);8460;566;1;;1;C. EDUCATIVOS;37294;SANTA MARTA DE TORMES;-5.618530748;40.95287742;9670901TL7397S0001GF;;;;;;;40.95287742, -5.618530748
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;6;07025001 - DP DE EDUCACION SA;37005861;152;IES LUCÍA DE MEDRANO;INSTITUTO DE EDUCACION SECUNDARIA;Q3768048E;AV FILIBERTO VILLALOBOS Nº97 BAJO 37007 SALAMANCA (SALAMANCA);9300;1047;1;1;;C. EDUCATIVOS;37274;SALAMANCA;-5.677025742;40.97152835;4793705TL7349D0001OX;;;;;;;40.97152835, -5.677025742
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;6;07025001 - DP DE EDUCACION SA;37005873;153;IES TORRES VILLARROEL;INSTITUTO DE EDUCACION SECUNDARIA;Q3768064B;AVENIDA HILARIO GOYENECHEA, 42 37008 SALAMANCA (SALAMANCA);10935;560;2;2;;C. EDUCATIVOS;37274;SALAMANCA;-5.661806;40.948019;5766802TL7356F0002WJ;5766802TL7356F0004RL;5766802TL7356F0005TB;5766802TL7356F0003EK;;;;40.948019, -5.661806
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;6;07025001 - DP DE EDUCACION SA;37009131;164;IES VENANCIO BLANCO;INSTITUTO DE EDUCACION SECUNDARIA;Q3768087C;CALLE FILIPINAS, 33 37003 SALAMANCA (SALAMANCA);8357;1115;1;;1;C. EDUCATIVOS;37274;SALAMANCA;-5.646026639;40.97056616;7490601TL7379A0001JU;;;;;;;40.97056616, -5.646026639
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;6;07025001 - DP DE EDUCACION SA;;7738;IES VIA DE LA PLATA NUEVO;INSTITUTO DE EDUCACION SECUNDARIA;Q3768438H;C/SORIA Nº1  37770 GUIJUELO (SALAMANCA);7383;457;1;;;C. EDUCATIVOS;37156;GUIJUELO;-4492073.0;273742.0;3822901TK7932S0001OS;;;;;;;
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;6;07025001 - DP DE EDUCACION SA;37009787;167;IESO LAS BATUECAS;INSTITUTO DE EDUCACION SECUNDARIA OBLIGATORIA;Q3700253B;AV LAS BATUECAS N16 BAJO 37624 ALBERCA (LA) (SALAMANCA);2244;138;1;;1;C. EDUCATIVOS;37010;ALBERCA (LA);-6.115055;40.489303;4562202QE4846S0001YY;;;;;;;40.489303, -6.115055
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;6;07025001 - DP DE EDUCACION SA;37010121;173;IESO MIGUEL DE UNAMUNO;INSTITUTO DE EDUCACION SECUNDARIA OBLIGATORIA;Q3700251F;CL PUENTE MOCHO Nº 1 BAJO 37100 LEDESMA (SALAMANCA);2240;139;1;;1;C. EDUCATIVOS;37170;LEDESMA;-6.005247;41.086315;1629802QF5512N0001HX;;;;;;;41.086315, -6.005247
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;2;07026001 - DP DE EDUCACION SG;40004750;18;CATALINA DE LANCASTER;INSTITUTO DE EDUCACION SECUNDARIA;Q4068125F;CL CALVARIO S/N 40440 SANTA MARIA LA REAL DE NIEVA (SEGOVIA);3586;177;1;;1;C. EDUCATIVOS;40185;SANTA MARÍA LA REAL DE NIEVA;-4.406773;41.069897;40217A001090010001SQ;;;;;;;41.069897, -4.406773
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;2;07026001 - DP DE EDUCACION SG;40700110;22;CENTRO RURAL DE INNOVACION EDUCATIVA;CENTRO RURAL DE INNOVACION EDUCATIVA;Q4068079E;PS DE LOS ÁLAMOS 40260 FUENTEPELAYO (SEGOVIA);3926;40;1;;;C. EDUCATIVOS;40086;FUENTEPELAYO;-4.172034;41.223512;2044301VL0624S0001QU;;;;;;;41.223512, -4.172034
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;2;07026001 - DP DE EDUCACION SG;40008536;21;CIFP FELIPE VI SEGOVIA;CIFP;Q4000116F;CL DÁMASO ALONSO 23 40006 SEGOVIA (SEGOVIA);4302;630;1;2;;C. EDUCATIVOS;40194;SEGOVIA;-4.097664011;40.93370231;7722001VL0372S0001PQ;;;;;;;40.93370231, -4.097664011
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;2;07026001 - DP DE EDUCACION SG;40003642;5;IES ANDRÉS LAGUNA;INSTITUTO DE EDUCACION SECUNDARIA;Q4068003E;PS DEL CONDE SEPÚLVEDA 18 40002 SEGOVIA (SEGOVIA);8343;1258;1;1;;C. EDUCATIVOS;40194;SEGOVIA;-4.116234689;40.93932197;6128410VL0362N0001US;;;;;;;40.93932197, -4.116234689
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;2;07026001 - DP DE EDUCACION SG;40003678;8;LA ALBUERA;INSTITUTO DE EDUCACION SECUNDARIA;Q4068006H;AV DON JUAN DE BORBÓN 23 40004 SEGOVIA (SEGOVIA);8825;967;1;1;1;C. EDUCATIVOS;40194;SEGOVIA;-4.103869632;40.94191479;7129201VL0373S0001OK;;;;;;;40.94191479, -4.103869632
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;2;07026001 - DP DE EDUCACION SG;40005018;19;PEÑALARA;INSTITUTO DE EDUCACION SECUNDARIA;Q4068183E;PS DEL POCILLO S/N 40100 SAN ILDEFONSO O LA GRANJA (SEGOVIA);8051;431;1;1;;C. EDUCATIVOS;40181;SAN ILDEFONSO;-4.004895;40.905578;5287602VL1258N0001HW;;;;;;;40.905578, -4.004895
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;2;07026001 - DP DE EDUCACION SG;40004567;15;SIERRA DE AYLLÓN;INSTITUTO DE EDUCACION SECUNDARIA;Q4068050F;CL CONDE DE VALLELLANO S/N 40520 AYLLON (SEGOVIA);2533;345;2;;1;C. EDUCATIVOS;40024;AYLLÓN;-3.378326;41.41881;8355101VL6885N0001KU;;;;;;;41.41881, -3.378326
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;7;07027001 - DP DE EDUCACION SO;42004030;284;ADULTOS ALMAZAN;CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS;Q4268172F;CL BUEN MAESTRO 2-A 42200 ALMAZAN (SORIA);1045;35;1;;;C. EDUCATIVOS;42020;ALMAZÁN;-2.530286;41.486437;9331801WL3993S0001GD;;;;;;;41.486437, -2.530286
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;7;07027001 - DP DE EDUCACION SO;42003402;197;ALFONSO VIII;ESCUELA HOGAR;Q4268039G;C/ CALDERON BARCA, 8 - BAJO 1 42330 SAN ESTEBAN DE GORMAZ (SORIA);2517;50;;;;C. EDUCATIVOS;42162;SAN ESTEBAN DE GORMAZ;-3.200521;41.569339;;;;;;;;41.569339, -3.200521
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;7;07027001 - DP DE EDUCACION SO;42700101;194;CENTRO SUPERIOR DE FORMACIÓN DEL PROFESORADO- SORIA;CENTRO DE FORMACIÓN DEL PROFESORADO E INNOVACIÓN EDUCATIVA;S4200010I;RNDA. ELOY SANZ VILLA, 5 - BAJO1 42003 SORIA (SORIA);534;10;1;;;C. EDUCATIVOS;42173;SORIA;-2.47132;41.761;4135024WM4233N0001GL;;;;;;;41.761, -2.47132
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;7;07027001 - DP DE EDUCACION SO;42004091;193;DÑA JIMENA;CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS;Q4200490C;C/ ISAAC GARCIA ALONSO, 29 - 1 BAJO 42330 SAN ESTEBAN DE GORMAZ (SORIA);1235;250;1;1;;C. EDUCATIVOS;42162;SAN ESTEBAN DE GORMAZ;-3.20165;41.57038;3323704VM8032S0001RS;;;;;;;41.57038, -3.20165
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;7;07027001 - DP DE EDUCACION SO;42000073;203;GARCIA ROYO;ESCUELA HOGAR;Q4268008B;C/ VICTIMAS DEL TERRORISMO, 10 42100 AGREDA (SORIA);1260;50;;;;C. EDUCATIVOS;42004;ÁGREDA;-1.927225;41.851927;;;;;;;;41.851927, -1.927225
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;7;07027001 - DP DE EDUCACION SO;42002707;180;IES CASTILLA;INSTITUTO DE EDUCACION SECUNDARIA;Q4268128H;CALLE ALONSO VELÁZQUEZ, 1 - BAJO 1 42003 SORIA (SORIA);7383;589;1;1;;C. EDUCATIVOS;42173;SORIA;-2.475533;41.760534;3735001WM4233N0001IL;;;;;;;41.760534, -2.475533
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;7;07027001 - DP DE EDUCACION SO;42003700;188;IES LA RAMBLA Y RESIDENCIA;INSTITUTO DE EDUCACION SECUNDARIA;Q4268156I;CALLE ISAAC GARCIA ALONSO, 29 - BAJO 1 42330 SAN ESTEBAN DE GORMAZ (SORIA);3238;176;3;2;1;C. EDUCATIVOS;42162;SAN ESTEBAN DE GORMAZ;-3.20165;41.57038;3323704VM8032S0001RS;;;;;;;41.57038, -3.20165
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;7;07027001 - DP DE EDUCACION SO;42007195;191;LA MERCED;CIFP;Q4200488G;CALLE CALIXTO PEREDA, 1 - BAJO 1 42002 SORIA (SORIA);3053;250;1;1;;C. EDUCATIVOS;42173;SORIA;-2.464857;41.765952;4542006WM4244S0001PW;;;;;;;41.765952, -2.464857
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;7;07027001 - DP DE EDUCACION SO;42002689;198;MADRE DE LAS MERCEDES;ESCUELA HOGAR;Q4268137I;C/ LAS CASAS, 17 - BAJO 3 42004 SORIA (SORIA);3076;58;;;;C. EDUCATIVOS;42173;SORIA;-2.468019;41.769776;;;;;;;;41.769776, -2.468019
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;7;07027001 - DP DE EDUCACION SO;42007213;192;PICO FRENTES;CIFP;Q4200489E;GERVASIO MANRIQUE DE LARA, 2 - BAJO 42004 SORIA (SORIA);5814;451;1;1;;C. EDUCATIVOS;42173;SORIA;-2.482034489;41.76657708;3141402WM4234S0001RZ;;;;;;;41.76657708, -2.482034489
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;7;07027001 - DP DE EDUCACION SO;42003682;187;PICOS DE URBIÓN;INSTITUTO DE EDUCACION SECUNDARIA;S9200007D;C/ MANUELA PEÑA, 3 - BAJO 2 42157 COVALEDA (SORIA);3200;140;3;;1;C. EDUCATIVOS;42069;COVALEDA;-2.883943;41.934096;9726903WM0492N0001KA;;;;;;;41.934096, -2.883943
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;7;07027001 - DP DE EDUCACION SO;42700095;195;RESIDENCIA BERLANGA DE DUERO Y CRIE;RESIDENCIA;Q4268069D;CTRA. PAONES, 2 - BAJO 1 42360 BERLANGA DE DUERO (SORIA);1742;50;1;;1;RESIDENCIA;42035;BERLANGA DE DUERO;-2.863062;41.464024;1504101WL1910S0001UZ;;;;;;;41.464024, -2.863062
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;7;07027001 - DP DE EDUCACION SO;42004029;202;VILLA DEL MONCAYO;INSTITUTO DE EDUCACION SECUNDARIA OBLIGATORIA;S4200001H;AVENIDA DEL DEPORTE, S/N AVDA DEPORTE S/N 42110 OLVEGA (SORIA);4261;181;1;;;C. EDUCATIVOS;42134;ÓLVEGA;-1.986294;41.777755;4358005WM8245N0001DD;;;;;;;41.777755, -1.986294
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;7;07027001 - DP DE EDUCACION SO;42002744;183;VIRGEN DEL ESPINO;INSTITUTO DE EDUCACION SECUNDARIA;S4218004B;CALLE SANTA TERESA DE JESÚS, 1 42003 SORIA (SORIA);7372;804;1;;1;C. EDUCATIVOS;42173;SORIA;-2.473883664;41.76102119;3836003WM4233N0001ML;;;;;;;41.76102119, -2.473883664
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;8;07028001 - DP DE EDUCACION VA;47006171;222;ANTONIO TOVAR;INSTITUTO DE EDUCACION SECUNDARIA;Q4768057D;CALLE VENEZUELA, S/N 47014 VALLADOLID (VALLADOLID);4298;396;1;1;;C. EDUCATIVOS;47186;VALLADOLID;-4.747983;41.63079;4505001UM5140F0001QL;;;;;;;41.63079, -4.747983
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;8;07028001 - DP DE EDUCACION VA;47007070;231;DIEGO DE PRAVES;INSTITUTO DE EDUCACION SECUNDARIA;Q4768271A;CALLE ESCRIBANO, 9 47012 VALLADOLID (VALLADOLID);5709;514;2;1;1;C. EDUCATIVOS;47186;VALLADOLID;-4.700765;41.649367;;;;;;;;41.649367, -4.700765
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;8;07028001 - DP DE EDUCACION VA;;1038;"E.E.I. ""LA CIGÜEÑA""";CENTRO DE EDUACIÓN INFANTIL;S4711001J;C/ LA CIGÜEÑA, S/N 47012 VALLADOLID (VALLADOLID);1152;;1;1;;C. EDUCACIÓN INFANCIA;47186;VALLADOLID;-4.709822;41.647028;7926602UM5172F0001QL;;;;;;;41.647028, -4.709822
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;8;07028001 - DP DE EDUCACION VA;47001390;208;EMPERADOR CARLOS;INSTITUTO DE EDUCACION SECUNDARIA;Q4768049A;CALLE ZAMORA, 35 47400 MEDINA DEL CAMPO (VALLADOLID);5848;477;1;;1;C. EDUCATIVOS;47085;MEDINA DEL CAMPO;-4.923879;41.30813;9148005UL3794N0001DO;;;;;;;41.30813, -4.923879
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;8;07028001 - DP DE EDUCACION VA;47001419;209;GÓMEZ PEREIRA;INSTITUTO DE EDUCACION SECUNDARIA;Q4768060H;SANTA TERESA DE JESUS, 12 47400 MEDINA DEL CAMPO (VALLADOLID);6475;471;1;;1;C. EDUCATIVOS;47085;MEDINA DEL CAMPO;-4.919109;41.311436;9553009UL3795S0001RA;;;;;;;41.311436, -4.919109
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;8;07028001 - DP DE EDUCACION VA;47005981;291;IES NÚÑEZ DE ARCE;INSTITUTO DE EDUCACION SECUNDARIA;Q4768043D;PZ PONIENTE, S/N PZA PONIENTE S/N 47003 VALLADOLID (VALLADOLID);9504;1336;1;;1;C. EDUCATIVOS;47186;VALLADOLID;-4.731433;41.652714;5931401UM5153B0001FG;;;;;;;41.652714, -4.731433
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;8;07028001 - DP DE EDUCACION VA;47012065;6253;IESO LA CISTERNIGA;INSTITUTO DE EDUCACION SECUNDARIA OBLIGATORIA;Q4700720H;CL MIGUEL HERNÁNDEZ S/N 47193 CISTERNIGA (VALLADOLID);5625;480;1;;;C. EDUCATIVOS;47052;CISTÉRNIGA;-4.6910252;41.61287;47053A004001050000RJ;;;;;;;41.61287, -4.6910252
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;8;07028001 - DP DE EDUCACION VA;47007291;233;JUANA I DE CASTILLA;INSTITUTO DE EDUCACION SECUNDARIA;Q4768274E;AVENIDA SANTA TERESA, 1 47100 TORDESILLAS (VALLADOLID);5742;313;1;1;;C. EDUCATIVOS;47165;TORDESILLAS;-4.994156;41.502241;3866018UL3936N0001YY;;;;;;;41.502241, -4.994156
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;8;07028001 - DP DE EDUCACION VA;47004706;214;LA MERCED;INSTITUTO DE EDUCACION SECUNDARIA;Q4768063B;CALLE MERCED, 8 47002 VALLADOLID (VALLADOLID);7591;687;1;1;;C. EDUCATIVOS;47186;VALLADOLID;-4.719450627;41.64923582;6924104UM5162D0001XB;;;;;;;41.64923582, -4.719450627
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;8;07028001 - DP DE EDUCACION VA;47007011;228;PARQUESOL;INSTITUTO DE EDUCACION SECUNDARIA;Q4768053C;CALLE JUAN DE VALLADOLID, 28 BIS 47014 VALLADOLID (VALLADOLID);5674;651;1;;1;C. EDUCATIVOS;47186;VALLADOLID;-4.757584;41.639155;3614702UM5131D0001QF;;;;;;;41.639155, -4.757584
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;8;07028001 - DP DE EDUCACION VA;47007057;230;RÍO DUERO;INSTITUTO DE EDUCACION SECUNDARIA;Q4768270C;CALLE DE HERRERA DE DUERO Nº 50 47320 TUDELA DE DUERO (VALLADOLID);5163;452;1;1;;C. EDUCATIVOS;47175;TUDELA DE DUERO;-4.58328;41.579846;8046002UM6084N0001JZ;;;;;;;41.579846, -4.58328
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;8;07028001 - DP DE EDUCACION VA;47007318;235;SANTO TOMÁS DE AQUINO;INSTITUTO DE EDUCACION SECUNDARIA;Q4768273G;CALLE SAN PEDRO, 48 47420 ISCAR (VALLADOLID);5918;454;2;;;C. EDUCATIVOS;47075;ÍSCAR;-4.526394;41.361267;2502301UL7820S0001KB;2301001UL7820S0001JB;;;;;;41.361267, -4.526394
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;9;07029001 - DP DE EDUCACION ZA;49700027;282;CENTRO DE FORMACIÓN E INNOVACIÓN EDUCATIVA ZAMORA;CENTRO DE FORMACIÓN DEL PROFESORADO E INNOVACIÓN EDUCATIVA;Q4968001J;AV REQUEJO 37 - ACCESO MIGUEL DE UNAMUNO 49012 ZAMORA (ZAMORA);1392;200;1;1;;C. EDUCATIVOS;49275;ZAMORA;-5.730153;41.515566;2299007TL7929N0001BL;;;;;;;41.515566, -5.730153
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;9;07029001 - DP DE EDUCACION ZA;49005994;1467;IES CLAUDIO MOYANO;INSTITUTO DE EDUCACION SECUNDARIA;Q4968235D;AV.REQUEJO 49012 ZAMORA (ZAMORA);;900;4;;;OTROS;49275;ZAMORA;-5.73707538;41.50897012;1790008TL7919S0001MM;;;;;;;41.50897012, -5.73707538
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;9;07029001 - DP DE EDUCACION ZA;49006378;257;LA VAGUADA;INSTITUTO DE EDUCACION SECUNDARIA;Q4968238H;CL VILLALPANDO 11 BIS 1 - BAJO1 49032 ZAMORA (ZAMORA);7740;900;2;;1;C. EDUCATIVOS;49275;ZAMORA;-5.748917703;41.51113899;0692003TL7909S0001YL;;;;;;;41.51113899, -5.748917703
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;9;07029001 - DP DE EDUCACION ZA;49000391;247;LOS SAUCES;INSTITUTO DE EDUCACION SECUNDARIA;Q4968056D;AVENIDA DE FEDERICO SILVA, S/N - BAJO 49600 BENAVENTE (ZAMORA);7689;592;2;1;;C. EDUCATIVOS;49021;BENAVENTE;-5.66677030403843;41.9997539770938;9035002TM7593N0001DO;;;;;;;41.9997539770938, -5.66677030403843
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;9;07029001 - DP DE EDUCACION ZA;49006159;256;MAESTRO HAEDO;INSTITUTO DE EDUCACION SECUNDARIA;Q4968236B;CALLE SANTIAGO ALBA BONIFAZ, 3 49018 ZAMORA (ZAMORA);6083;350;2;1;;C. EDUCATIVOS;49275;ZAMORA;-5.737172;41.507245;1790013TL7918N0001KZ;;;;;;;41.507245, -5.737172
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;9;07029001 - DP DE EDUCACION ZA;49006007;252;MARÍA DE MOLINA;INSTITUTO DE EDUCACION SECUNDARIA;Q4968237J;AVENIDA REQUEJO Nº 6 - BAJO 1 49012 ZAMORA (ZAMORA);7583;783;1;;;C. EDUCATIVOS;49275;ZAMORA;-5.736639;41.510029;1790006TL7919S0001TM;;;;;;;41.510029, -5.736639
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;9;07029001 - DP DE EDUCACION ZA;49007553;265;TIERRA DE CAMPOS ZAMORA;INSTITUTO DE EDUCACION SECUNDARIA;Q4900111H;CL CRUCES  6 49630 VILLALPANDO (ZAMORA);3015;215;1;;1;C. EDUCATIVOS;49250;VILLALPANDO;-5.412882;41.861561;9774003TM9397S0001OU;;;;;;;41.861561, -5.412882
07 - EDUCACIÓN;0702 - D.G. CENTROS, PLANI, ORD EDUCA;9;07029001 - DP DE EDUCACION ZA;49007164;260;VALVERDE DE LUCERNA;INSTITUTO DE EDUCACION SECUNDARIA;Q4968142B;CARRETERA DEL LAGO, S/N (CONVENTO - COLEGIO) 49300 PUEBLA DE SANABRIA (ZAMORA);9598;253;4;;;C. EDUCATIVOS;49166;PUEBLA DE SANABRIA;-6.629313;42.055973;6690517PG9569S0000IA;6691201PG9569S0001MS;;;;;;42.055973, -6.629313
08 - INDUSTRIA, COMERCIO Y EMPLEO;0801 - SG EMPLEO;91;08010000 - SG DE EMPLEO;;366;AV-SERVICIO TERRITORIAL;ADMINISTRATIVO;S4711001J;CL DUQUE DE ALBA Nº 6 05071 ÁVILA (ÁVILA);1121;26;1;;;OTROS;05019;ÁVILA;-4.69387511;40.65447015;7020015UL5062S0018IB;;;;;;;40.65447015, -4.69387511
08 - INDUSTRIA, COMERCIO Y EMPLEO;0801 - SG EMPLEO;91;08010000 - SG DE EMPLEO;;373;LE-LABORAT. DE METROLOGÍA  (ST);LABORATORIO;S4711001J;CR LEON-BENAVENTE  KM 2,5  24231 CEMBRANOS (LEÓN);360;1;1;;;LABORATORIO;24065;CHOZAS DE ABAJO;-5.589572;42.479755;002301000TN80H0001AD;;;;;;;42.479755, -5.589572
08 - INDUSTRIA, COMERCIO Y EMPLEO;0801 - SG EMPLEO;91;08010000 - SG DE EMPLEO;08017001;377;SO-OFIC. TERRITORIAL DE TRABAJO;ADMINISTRATIVO;S4711001J;PS  DEL ESPOLON  Nº 10 EDIF. HERRE 42001 SORIA (SORIA);553;27;1;;;C. ADMINISTRATIVOS;42173;SORIA;-2.471001;41.764868;;;;;;;;41.764868, -2.471001
08 - INDUSTRIA, COMERCIO Y EMPLEO;0801 - SG EMPLEO;91;08010000 - SG DE EMPLEO;08019001;380;ZA-OFIC. TERRITORIAL DE TRABAJO;ADMINISTRATIVO;S4711001J;AV DE REQUEJO  Nº 4  ZAMORA (ZAMORA);1177;31;1;;;C. ADMINISTRATIVOS;49275;ZAMORA;-5.738196711;41.50838289;1790014TL7918N0001RZ;;;;;;;41.50838289, -5.738196711
08 - INDUSTRIA, COMERCIO Y EMPLEO;0823 - SERVIC.PÚBL.EMPLEO;95;08232000 - GERENCIA PROV. BU;;782;C.P.F.O BURGOS;FORMACIÓN;Q4700622F;CL ELOY GARCIA DE QUEVEDO,  S/N BAJO 4 09006 BURGOS (BURGOS);4640;;1;;;C. FORMACIÓN JCyL;09059;BURGOS;-3.68607;42.352363;3694005VM4839S0001RI;;;;;;;42.352363, -3.68607
